osmid,commutes
16229339,12
16229340,226
16229343,2818
16229350,271
16229354,190
16229355,10
16229356,112
16229358,433
16229359,96
16229361,18
16229362,614
16229371,87
16229373,38
16229378,25
16229379,146
16229386,186
16229389,23
16229396,2307
16229398,32
16229400,1278
16229409,2
16229412,253
16229417,132
16229421,2
16229426,60
16229428,38
16229433,254
16229435,106
16229439,119
16229440,10
16229441,7
16229443,48
16229445,38
16229448,4
16229450,48
16229455,217
16229470,1334
16229471,7
16229472,4
16229473,4
16229474,10
16229476,606
16229481,286
16229494,297
16229496,810
16229497,250
16229498,49
16229499,202
16229504,5
16229507,5
16229510,9205
16229512,7
16229514,744
16229516,1
16229523,8426
16229527,3834
16229531,2886
16229536,48
16229539,375
16229540,7
16229547,262
16229550,443
16229553,8
16229559,1008
16229561,7
16229563,30
16229564,25
16229568,2
16229571,5
16229573,1
16229576,340
16229577,99
16229582,102
16229585,1
16229587,405
16229591,887
16229592,98
16229594,54
16229596,190
16229599,233
16229600,11
16229601,2
16229603,58
16229606,177
16229610,6
16229615,1253
16229617,449
16229618,40
16229625,222
16229628,912
16229632,356
16229636,218
16229637,138
16229638,1
16229642,222
16229645,451
16229647,14
16229650,38
16229654,10
16229658,3
16229664,42
16229669,4600
16229672,2
16229678,556
16229681,28
16229683,50
16229685,49
16229689,1813
16229698,4
16229699,8
16229701,225
16229702,73
16229705,124
16229708,6
16229711,21
16229712,509
16229714,12
16229716,614
16229720,4
16229721,54
16229722,4
16229725,2
16229728,2
16229734,18
16229736,2
16229737,3
16229742,14
16229744,78
16229746,109
16229747,156
16229752,40
16229755,30
16229757,1279
16229759,12
16229763,8
16229764,3
16229769,100
16229772,1159
16229775,9
16229776,1107
16229780,1
16229783,807
16229794,216
16229796,5
16229798,231
16229800,7
16229802,4
16229804,320
16229805,4
16229807,6
16229808,17
16229812,548
16229814,1569
16229815,17
16229816,2
16229817,34
16229818,1
16229820,24
16229824,1
16229826,30
16229828,1433
16229831,1711
16229833,8
16229834,140
16229838,1118
16229839,1
16229840,1
16229841,4
16229844,17
16229845,49
16229848,72
16229850,2
16229853,286
16229854,180
16229857,18
16229867,56
16229869,1
16229871,460
16229873,21
16229876,6
16229877,1
16229881,1713
16229883,39
16229885,107
16229887,31
16229891,1010
16229895,92
16229898,5
16229900,34
16229902,15
16229905,19
16229907,3
16229909,118
16229911,31
16229919,7
16229921,34
16229922,23
16229927,369
16229930,3
16229939,6
16229942,6
16229946,74
16229947,69
16229949,203
16229954,32
16229956,92
16229960,361
16229963,18
16229965,15
16229967,41
16229968,1
16229972,11
16229974,218
16229977,3358
16229980,71
16229986,45
16229990,908
16229992,1876
16229994,11
16230003,100
16230004,60
16230005,8
16230006,15
16230008,19
16230009,26
16230012,26
16230021,140
16230022,9
16230028,344
16230035,1198
16230038,124
16230047,52
16230050,34
16230053,374
16230055,7
16230056,28
16230058,96
16230061,75
16230063,14
16230065,233
16230066,133
16230067,52
16230068,401
16230072,164
16230341,620
16230342,712
16230343,91
16230352,1011
16230354,15
16230355,55
16230357,66
16230359,25
16230361,68
16230363,1613
16230368,21
16230373,738
16230376,94
16230377,259
16230380,12
16230386,1356
16230510,52
16230512,64
16230514,176
16230516,4
16230518,229
16230520,49
16230524,7
16230527,8
16230618,1346
16230620,5
16230623,2
16230626,3
16230628,9
16230633,188
16230635,2
16230636,53
16230637,59
16230639,75
16230640,6
16230641,1
16230646,21
16230648,5
16230649,4
16230651,539
16230652,44
16230656,1
16230659,178
16230660,156
16230661,1
16230664,8
16230670,13777
16230675,97
16230681,7
16230685,307
16230687,25
16230689,13
16230692,3
16230694,280
16230708,72
16230710,47
16230714,6
16230720,6
16230723,3
16230724,1
16230727,156
16230729,620
16230732,23
16230734,24
16230740,51
16230741,16
16230758,61
16230761,1
16230765,2
16230768,358
16230771,2
16230773,48
16230775,4
16230778,2
16230784,147
16230785,8
16230787,66
16230790,1
16230791,36
16230793,402
16230795,2
16230796,35
16230799,174
16230801,44
16230802,71
16230804,39
16230805,8
16230806,20
16230807,436
16230808,65
16230810,152
16230813,16
16230816,61
16230817,1
16230818,7
16230821,46
16230822,7
16230823,9
16230824,12
16230825,32
16230827,21
16230829,34
16230831,691
16230833,7
16230839,35
16230840,4
16230842,13
16230848,64
16230856,11647
16230859,78
16230860,76
16230862,72
16230865,1
16230869,799
16230871,107
16230872,9
16230873,2
16230876,198
16230877,14
16230879,2
16230880,456
16230883,24
16230884,9
16230885,5
16230886,5
16230896,18
16230903,6
16230907,36
16230910,17
16230913,11
16230918,154
16230922,47
16230923,4
16230926,54
16230927,3
16230930,1571
16230933,65
16230935,179
16230936,204
16230938,105
16230939,19
16230949,1601
16230951,157
16230959,687
16230964,162
16230971,130
16230974,20
16230983,2
16230995,13
16230997,24
16231004,21
16231067,10
16231068,2
16231069,16
16231070,91
16231074,110
16231081,213
16231083,57
16231084,3
16231092,1
16231095,51
16231098,6
16231100,69
16231103,18
16231105,159
16231107,89
16231108,56
16231109,21
16231111,103
16231115,78
16231120,58
16231122,132
16231125,2423
16231138,319
16231142,95
16231144,12
16231145,20
16231147,2
16231149,35
16231150,47
16231151,20
16231153,12
16231157,449
16231160,133
16231165,3
16231166,1
16231168,11
16231171,1161
16231172,28
16231176,22
16231178,19
16231179,5
16231183,49
16231186,382
16231192,65
16231194,1797
16231196,531
16231197,159
16231199,46
16231201,548
16231202,21
16231203,436
16231205,5
16231207,14
16231208,27
16231210,10
16231211,11
16231212,297
16231213,347
16231214,404
16231218,78
16231222,9
16231226,8
16231229,17
16231233,1020
16231234,33
16231238,80
16231239,152
16231240,353
16231241,17
16231243,219
16231254,222
16231261,760
16231263,1
16231264,11
16231266,67
16231268,6
16231270,50
16231273,338
16231281,236
16231289,351
16231292,14
16231295,52
16231298,21
16231300,9
16231304,7
16231311,326
16231315,13
16231317,22
16231319,664
16231321,19
16231322,21
16231324,21
16231332,519
16231337,512
16231338,2
16231341,6
16231344,32
16231347,84
16231352,696
16231363,39
16231364,154
16231369,60
16231374,40
16231381,226
16231383,4636
16231385,11
16231389,35
16231393,872
16231395,26
16231396,7
16231405,76
16231408,57
16231409,4
16231411,4
16231415,612
16231417,85
16231422,279
16231426,1
16231429,4
16231431,1
16231434,20
16231436,15
16231457,438
16231459,12
16231463,491
16231464,47
16231468,12
16231470,65
16231471,12
16231478,60
16231482,62
16231486,35
16231487,6
16231492,114
16231503,56
16231506,30
16231508,139
16231512,53
16231515,170
16231516,28
16231517,4
16231522,42
16231523,158
16231526,88
16231527,1953
16231528,12
16231531,3113
16231533,2
16231539,160
16231543,80
16231545,23
16231549,24
16231554,19
16231556,148
16231557,75
16231560,91
16231561,6
16231562,56
16231563,1
16231565,26
16231570,57
16231571,14
16231578,1424
16231580,5
16231583,241
16231586,53
16231591,92
16231594,22
16231599,81
16231602,125
16231604,1
16231605,13
16231612,4784
16231620,1486
16231624,219
16231631,32
16231634,5
16231637,968
16231640,130
16231642,81
16231643,38
16231644,28
16231645,1
16231646,14
16231648,22
16231651,16
16231653,40
16231654,8
16231658,11
16231666,38
16231672,19
16231693,905
16231696,1
16231709,111
16231710,1219
16231711,3649
16231713,1455
16231715,150
16231718,202
16231721,345
16231722,571
16231724,81
16231727,359
16231729,48
16231731,3
16231733,9
16231737,9
16231745,10344
16231748,2
16231749,65
16231750,63
16231752,134
16231756,541
16231758,22
16231759,909
16231760,45
16231766,442
16231768,3
16231770,44
16231772,5
16231773,5
16231775,94
16231777,8
16231781,16
16231783,6
16231784,65
16231788,28
16231790,1079
16231792,324
16231796,14
16231798,4
16231801,11
16231804,4
16231806,73
16231810,24
16231811,2
16231815,17
16231819,77
16231822,40
16231825,40
16231828,16
16231831,87
16231837,212
16231838,73
16231839,3
16231840,38
16231842,3
16231843,9
16231845,31
16231847,30
16231848,1
16231853,307
16231858,86
16231859,724
16231860,9
16231866,10
16231867,7
16231868,11
16231869,63
16231870,21
16231871,2
16231873,60
16231874,25
16231877,30
16231879,28
16231887,190
16231890,359
16231891,710
16231892,120
16231893,32
16231903,464
16231904,8
16231905,441
16231907,158
16231914,1488
16231915,79
16231918,339
16231926,3
16231928,73
16231931,48
16231936,178
16231941,329
16231942,3
16231943,747
16231947,1074
16231951,257
16231954,54
16231978,360
16231985,245
16231987,47
16231991,3621
16231992,3
16231994,1
16231995,1
16231997,78
16231998,287
16232004,1903
16232008,66
16232012,63
16232013,23
16232015,1
16232018,4211
16232021,87
16232023,2
16232025,568
16232026,176
16232028,209
16232031,196
16232033,12
16232034,3
16232038,81
16232040,11
16232042,1
16232046,359
16232049,190
16232053,2
16232054,335
16232055,39
16232056,41
16232057,170
16232058,27
16232061,7
16232062,5
16232063,6
16232065,26
16232066,2
16232068,5
16232070,269
16232071,3765
16232073,84
16232075,91
16232076,51
16232077,35
16232078,44
16232081,10
16232082,1357
16232083,88
16232085,270
16232087,6
16232091,6956
16232093,16
16232094,26
16232097,2166
16232098,81
16232106,237
16232107,340
16232113,869
16232115,4
16232116,98
16232117,32
16232124,69
16232125,698
16232127,24
16232128,364
16232129,56
16232130,99
16232131,72
16232132,105
16232133,2050
16232134,86
16232136,20
16232137,38
16232139,30
16232143,131
16232145,122
16232146,14
16232147,69
16232149,154
16232150,19
16232151,14
16232152,9
16232153,99
16232154,39
16232155,4
16232156,544
16232164,17954
16232166,47
16232169,8
16232170,7
16232171,9
16232173,71
16232174,483
16232176,6
16232179,447
16232181,538
16232186,23
16232192,98
16232193,392
16232194,22
16232195,22
16232196,9
16232197,18
16232199,177
16232200,10
16232203,3
16232204,22
16232207,83
16232211,149
16232212,40
16232213,42
16232214,19
16232215,39
16232219,55
16232221,51
16232223,319
16232226,1080
16232227,28
16232228,29
16232229,15
16232235,25
16232236,78
16232237,10
16232238,68
16232240,43
16232242,17
16232244,3
16232246,93
16232247,3
16232248,3436
16232249,93
16232250,23
16232251,38
16232254,446
16232255,46
16232256,56
16232257,1716
16232258,292
16232259,29
16232260,155
16232261,17
16232263,64
16232265,154
16232268,40
16232270,124
16232271,1320
16232272,197
16232275,191
16232277,31
16232278,95
16232282,19
16232289,1453
16232293,3481
16232294,7
16232300,1295
16232304,12
16232305,253
16232306,9
16232307,1
16232308,9
16232311,127
16232314,3
16232315,4
16232320,7
16232321,18
16232323,568
16232325,2502
16232326,392
16232331,58
16232332,185
16232333,4
16232336,2214
16232337,49
16232338,91
16232341,22
16232343,790
16232345,56
16232346,46
16232349,1
16232351,241
16232352,11
16232354,8
16232355,12
16232356,19
16232359,433
16232360,13
16232362,1
16232363,174
16232364,3
16232365,34
16232366,168
16232371,21
16232375,184
16232376,99
16232377,52
16232378,18
16232379,4
16232380,20
16232383,797
16232386,28
16232387,530
16232388,180
16232389,210
16232390,1
16232392,126
16232393,7
16232395,6
16232396,17
16232398,4
16232399,1880
16232402,18
16232405,1
16232406,3
16232407,770
16232409,1
16232410,2
16232412,34
16232413,11
16232415,194
16232416,70
16232417,6
16232418,26
16232419,4
16232424,2
16232427,1075
16232428,13
16232429,364
16232430,9
16232431,10
16232432,6
16232433,506
16232434,360
16232437,3001
16232440,39
16233329,5360
16233330,116
16233332,151
16233335,11
16233344,1695
16233348,939
16233349,8
16233351,38
16233352,27
16233359,53
16233364,916
16233370,48
16233371,231
16233373,75
16233374,34
16233376,10
16233381,1
16233383,31
16233385,24
16233386,14
16233387,11
16233390,5
16233391,15
16233392,101
16233395,135
16233396,4
16233397,482
16233399,34
16233404,5948
16233405,34
16233406,2
16233407,143
16233408,236
16233409,37
16233410,16
16233411,3
16233413,285
16233416,142
16233417,27
16233422,27
16233423,2
16233424,48
16233425,8
16233426,1941
16233431,426
16233432,555
16233433,330
16233438,15
16233440,2230
16233441,6
16233443,117
16233444,14
16233448,414
16233453,168
16233455,28
16233456,6
16233459,57
16233460,1
16233463,375
16233467,16
16233469,23
16233471,33
16233473,12
16233474,45
16233476,43
16233478,49
16233479,344
16233480,7163
16233486,2
16233487,410
16233490,43
16233492,28
16233495,13
16233497,2
16233498,12
16233500,43
16233501,18
16233502,10
16233503,377
16233509,75
16233510,89
16233511,944
16233513,4060
16233514,6
16233517,87
16233519,46
16233520,56
16233522,27
16233524,6
16233526,3
16233527,390
16233528,1771
16233529,713
16233530,1
16233533,286
16233534,7
16233535,284
16233536,41
16233537,53
16233538,44
16233539,617
16233541,12
16233542,92
16233544,23
16233546,57
16233547,68
16233548,15
16233550,9
16233551,16
16233552,280
16233554,5
16233555,1
16233556,26
16233557,15
16233558,1
16233559,22
16233571,992
16233577,1
16233579,367
16233584,23
16233589,30
16233590,312
16233592,11
16233594,276
16233595,20
16233596,15
16233598,137
16233604,252
16233606,1630
16233609,16
16233610,9
16233611,110
16233614,608
16233615,300
16233616,16
16233619,6
16233620,1
16233622,76
16233624,30
16233632,67
16233633,8
16233637,167
16233639,86
16233642,9
16233643,34
16233646,38
16233647,43
16233648,71
16233650,31
16233651,2
16233654,37
16233655,1
16233656,3
16233657,52
16233658,9
16233662,27
16233665,126
16233666,1
16233668,2
16233669,3
16233671,18
16233674,1147
16233676,170
16233677,44
16233679,10
16233680,95
16233682,975
16233683,4
16233684,36
16233685,1
16233686,6
16233687,18
16233689,2
16233691,2273
16233694,411
16233695,16
16233696,19
16233698,4
16233700,11
16233701,774
16233702,95
16233703,9
16233705,12
16233706,242
16233710,14
16233711,82
16233712,2
16233714,14
16233715,5
16233716,97
16233717,280
16233718,80
16233719,1
16233722,718
16233726,34
16233727,30
16233728,109
16233729,846
16233730,22
16233732,22
16233733,7
16233736,444
16233739,7
16233740,163
16233741,36
16233742,882
16233743,20
16233744,471
16233746,1
16233747,648
16233749,263
16233752,1549
16233754,110
16233756,6
16233757,130
16233758,49
16233760,34
16233761,3
16233762,13
16233763,89
16233766,1781
16233767,30
16233768,2427
16233771,454
16233774,1983
16233775,2
16233777,8
16233778,25
16233780,80
16233782,22
16233784,10
16233785,1086
16233786,16
16233787,602
16233789,10
16233791,241
16233794,16
16233797,82
16233802,21
16233804,43
16233811,7026
16233813,246
16233815,92
16233819,73
16233821,30
16233823,10
16233828,302
16233830,32
16233831,15
16233834,658
16233835,53
16233837,8
16233838,401
16233840,3
16233841,300
16233847,26
16233848,1
16233849,1
16233850,25
16233851,517
16233852,311
16233853,102
16233854,190
16233855,24
16233857,11
16233858,4351
16233860,207
16233861,491
16233863,975
16233866,19
16233867,10
16233868,31
16233869,8562
16233871,756
16233872,34
16233874,66
16233876,3
16233879,37
16233880,6
16233882,519
16233884,15
16233885,26
16233886,16
16233887,109
16233888,40
16233890,97
16233891,1
16233892,38
16233893,13
16233895,216
16233896,10
16233897,9
16233898,54
16233900,32
16233901,6759
16233903,22
16233904,29
16233905,69
16233906,2501
16233908,30
16233911,120
16233912,8
16233913,8
16233918,1457
16233919,164
16233921,544
16233925,1
16233926,14
16233928,1126
16233929,8
16233931,15
16233932,9
16233933,130
16233934,30
16233935,73
16233936,506
16233938,343
16233940,258
16233942,30
16233946,110
16233951,258
16233954,26
16233956,36
16233958,190
16233959,38
16233960,8
16233964,16
16233965,16
16233966,38
16233967,14
16233968,2
16233969,17
16233970,149
16233971,7
16233976,6
16233977,2
16233978,17
16233979,138
16233980,2
16233982,19
16233983,260
16233984,3
16233985,11
16233986,27
16233987,17
16233988,37
16233990,30
16233991,177
16233994,271
16233995,43
16233996,1
16233999,97
16234002,47
16234005,89
16234006,20
16234008,221
16234009,8
16234011,267
16234013,6
16234016,74
16234018,15
16234019,3
16234022,10
16234026,1896
16234027,19
16234028,41
16234029,665
16234031,250
16234032,114
16234034,6
16234035,124
16234037,439
16234042,514
16234043,109
16234045,117
16234046,6
16234047,5
16234048,201
16234049,19
16234051,62
16234054,28
16234056,21
16234060,137
16234063,543
16234066,14
16234067,709
16234070,302
16234071,19
16234072,243
16234090,2824
16234093,47
16234094,121
16234097,277
16234099,933
16234101,71
16234102,6
16234103,7
16234104,18
16234105,58
16234107,70
16234109,31
16234111,82
16234112,41
16234113,11
16234114,6
16234115,41
16234116,447
16234118,5
16234121,4805
16234123,7126
16234126,4452
16234128,12
16234130,536
16234131,1
16234132,556
16234135,332
16234136,6
16234139,30
16234141,6
16234142,21
16234143,282
16234144,1062
16234145,21
16234146,125
16234147,8
16234148,151
16234149,351
16234151,18
16234153,4
16234154,73
16234155,129
16234156,9
16234157,7
16234159,133
16234160,1
16234164,8073
16234172,3504
16234173,28
16234174,12
16234176,58
16234179,18
16234185,326
16234189,1
16234191,30
16234192,5
16234193,2
16234202,398
16234205,54
16234209,161
16234210,2
16234214,7
16234269,206
16234272,1180
16234273,5
16234274,24
16234275,68
16234277,4
16234280,277
16234283,285
16234289,440
16234290,286
16234293,35
16234294,9
16234297,249
16234298,1
16234303,877
16234304,3
